MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotFrontage_was_missing,MasVnrArea_was_missing,BsmtQual_was_missing,BsmtCond_was_missing,BsmtExposure_was_missing,BsmtFinType1_was_missing,BsmtFinType2_was_missing,Electrical_was_missing,FireplaceQu_was_missing,GarageType_was_missing,GarageYrBlt_was_missing,GarageFinish_was_missing,GarageQual_was_missing,GarageCond_was_missing,TotalBsmtSF_log,1stFlrSF_log,LotArea_log,GrLivArea_log,LotFrontage_log,BsmtUnfSF_log,GarageArea_log,MasVnrArea_nonzero,BsmtFinSF1_nonzero,BsmtFinSF2_nonzero,2ndFlrSF_nonzero,LowQualFinSF_nonzero,BsmtFullBath_nonzero,BsmtHalfBath_nonzero,HalfBath_nonzero,Fireplaces_nonzero,WoodDeckSF_nonzero,OpenPorchSF_nonzero,EnclosedPorch_nonzero,3SsnPorch_nonzero,ScreenPorch_nonzero,PoolArea_nonzero,MiscVal_nonzero,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,GarageFinish_Unf,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,HouseAge,YearsSinceRemod,Remodeled,TotalArea,HasLotFrontage,LogGrLivArea,LogTotalArea,LogLotArea,QualArea,SalePrice
60,65.0,8125,4,3,6,5,1994,1995,0.0,3,3,4,3,1,1,0.0,1,0.0,702,702,4,5,702,779.0,0.0,1481,0.0,0.0,2,1.0,3,1,3,6,7,1.0,3,1994.0,2,343,3,3,3,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.0,6.555356891810665,9.002824076547672,7.301147805856032,65.0,702.0,343.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,14,1,4007.0,1,7.301147805856032,8.2960476427647,9.002824076547672,8886,174000
20,80.0,10400,4,3,7,5,1976,1976,189.0,3,3,4,3,1,1,0.0,1,0.0,1090,1090,3,5,1370,0.0,0.0,1370,0.0,0.0,2,0.0,3,1,3,6,7,1.0,3,1976.0,2,479,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090.0,7.223295679562314,9.249657234353133,7.223295679562314,80.0,1090.0,479.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33,33,0,4309.0,1,7.223295679562314,8.368693183097793,9.249657234353133,9590,152000
60,80.0,11029,3,3,6,7,1968,1984,220.0,3,3,3,3,2,4,619.0,1,0.0,435,1054,3,5,1512,1142.0,0.0,2654,1.0,0.0,2,1.0,4,1,4,9,7,1.0,4,1968.0,2,619,3,3,3,0.0,65.0,0.0,0.0,222.0,0.0,0.0,8,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1054.0,7.321849713788356,9.308374112247549,7.884199933676039,80.0,435.0,619.0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38,22,1,6981.0,1,7.884199933676039,8.851090687664982,9.308374112247549,15924,250000
50,55.0,7642,4,3,7,8,1918,1998,0.0,4,3,3,3,1,1,0.0,1,0.0,912,912,4,5,912,514.0,0.0,1426,0.0,0.0,1,1.0,3,1,4,7,7,1.0,4,1925.0,1,216,3,3,3,0.0,240.0,0.0,0.0,0.0,0.0,0.0,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912.0,6.816735880594968,8.941545475242885,7.2633296174768365,55.0,912.0,216.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,89,9,1,3980.0,1,7.2633296174768365,8.289288323000317,8.941545475242885,9982,189950
190,75.0,11625,4,3,5,4,1965,1965,0.0,3,3,3,3,2,4,841.0,1,0.0,198,1039,5,5,1039,0.0,0.0,1039,1.0,0.0,1,1.0,3,1,3,6,7,0.0,4,1965.0,2,504,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1039.0,6.946975992135418,9.360999248261296,6.946975992135418,75.0,198.0,504.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,45,45,0,3621.0,1,6.946975992135418,8.19478163844336,9.360999248261296,5195,131500
20,81.0,9672,4,3,6,5,1984,1985,0.0,3,3,4,3,1,6,338.0,1,0.0,702,1040,3,5,1097,0.0,0.0,1097,0.0,0.0,2,0.0,3,1,3,6,7,0.0,4,1986.0,2,480,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1040.0,7.001245622069476,9.177093778182547,7.001245622069476,81.0,702.0,480.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,26,25,1,3714.0,1,7.001245622069476,8.220133957151859,9.177093778182547,6582,152000
20,70.0,7931,4,3,5,5,1959,1959,0.0,3,3,3,3,1,4,1148.0,1,0.0,0,1148,3,5,1148,0.0,0.0,1148,1.0,0.0,1,0.0,3,1,3,6,7,0.0,4,1959.0,1,672,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1148.0,7.046647277848756,8.978660489639687,7.046647277848756,70.0,0.0,672.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,50,50,0,4116.0,1,7.046647277848756,8.322880021769905,8.978660489639687,5740,132500
20,72.0,8640,4,3,7,5,2007,2008,0.0,4,3,5,3,1,1,0.0,1,0.0,1372,1372,5,5,1372,0.0,0.0,1372,0.0,0.0,2,0.0,3,1,4,6,7,0.0,4,2008.0,2,529,3,3,3,0.0,140.0,0.0,0.0,0.0,0.0,0.0,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1372.0,7.224753405767971,9.0642735958414,7.224753405767971,72.0,1372.0,529.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4645.0,1,7.224753405767971,8.443761913330354,9.0642735958414,9604,250580
20,73.0,8750,3,3,5,6,1970,1970,76.0,3,3,3,3,1,4,828.0,1,0.0,174,1002,3,5,1002,0.0,0.0,1002,1.0,0.0,1,0.0,3,1,3,5,7,0.0,4,1973.0,2,902,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1002.0,6.910750787961936,9.076923258535832,6.910750787961936,73.0,174.0,902.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,39,39,0,3908.0,1,6.910750787961936,8.271036865792954,9.076923258535832,5010,148500
20,67.0,10656,3,3,8,5,2006,2007,274.0,4,3,4,3,3,1,0.0,1,0.0,1638,1638,5,5,1646,0.0,0.0,1646,0.0,0.0,2,0.0,3,1,4,6,7,1.0,4,2007.0,3,870,3,3,3,192.0,80.0,0.0,0.0,0.0,0.0,0.0,11,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638.0,7.4067107301776405,9.273972232220956,7.4067107301776405,67.0,1638.0,870.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,5800.0,1,7.4067107301776405,8.665785595466064,9.273972232220956,13168,248900
20,85.0,6970,4,3,4,5,1961,1961,0.0,3,3,3,3,1,5,932.0,1,0.0,108,1040,3,5,1120,0.0,0.0,1120,1.0,0.0,1,1.0,3,1,2,5,7,0.0,4,1961.0,2,544,3,3,3,168.0,0.0,0.0,0.0,0.0,0.0,400.0,5,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1040.0,7.02197642307216,8.849513965486398,7.02197642307216,85.0,108.0,544.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46,46,0,3824.0,1,7.02197642307216,8.249313746260636,8.849513965486398,4480,129000
60,65.0,14762,2,3,5,6,1948,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,0,0,4,5,1547,720.0,59.75,2320,0.0,0.0,2,0.0,2,1,3,7,7,1.0,3,1979.0,2,672,3,3,2,120.0,144.0,0.0,0.0,0.0,0.0,0.0,5,2006,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.0,7.344719054149673,9.599879329534089,7.749753406274437,65.0,0.0,672.0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,58,56,1,5259.0,1,7.749753406274437,8.567886305731756,9.599879329534089,11600,169000
60,80.0,9938,4,3,7,5,1993,1994,246.0,4,3,4,3,1,6,750.0,1,0.0,300,1050,5,5,1062,887.0,0.0,1949,1.0,0.0,2,1.0,3,1,4,8,7,1.0,3,1993.0,2,574,3,3,3,156.0,90.0,0.0,0.0,0.0,0.0,0.0,6,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050.0,6.968850378341948,9.204221690968005,7.575584651557793,80.0,300.0,574.0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,16,1,5522.0,1,7.575584651557793,8.616676469901188,9.204221690968005,13643,236000
20,60.0,6600,4,3,5,5,1962,1962,0.0,3,3,3,3,1,1,0.0,1,0.0,894,894,4,5,894,0.0,0.0,894,0.0,0.0,1,0.0,2,1,3,5,7,0.0,4,1962.0,1,308,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,894.0,6.796823718274855,8.79497643168877,6.796823718274855,60.0,894.0,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,47,47,0,2990.0,1,6.796823718274855,8.003363058629947,8.79497643168877,4470,109500
60,70.0,8750,4,3,6,5,1998,1998,116.0,3,3,4,3,1,6,505.0,1,0.0,299,804,5,5,804,878.0,0.0,1682,0.0,0.0,2,1.0,3,1,4,7,7,0.0,4,1998.0,2,523,3,3,3,0.0,77.0,0.0,0.0,0.0,0.0,0.0,6,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,804.0,6.690842277418564,9.076923258535832,7.428333194190806,70.0,299.0,523.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,12,0,4691.0,1,7.428333194190806,8.453614209773367,9.076923258535832,10092,200500
20,74.0,8892,4,3,5,7,1953,1996,0.0,4,3,3,3,3,1,0.0,1,0.0,105,105,4,5,910,0.0,0.0,910,0.0,0.0,1,0.0,3,1,4,5,7,0.0,4,1953.0,2,414,3,3,3,196.0,0.0,150.0,0.0,0.0,0.0,0.0,10,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105.0,6.814542897259958,9.09301972939964,6.814542897259958,74.0,105.0,414.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,55,12,1,2339.0,1,6.814542897259958,7.757906208351747,9.09301972939964,4550,116000
40,60.0,12144,4,3,5,7,1949,1950,0.0,4,3,3,3,1,3,375.0,1,0.0,457,832,4,5,1036,0.0,232.0,1268,0.0,0.0,1,0.0,3,1,3,6,7,1.0,4,1949.0,1,288,3,3,3,0.0,28.0,0.0,0.0,0.0,0.0,0.0,9,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.0,6.9440872082295275,9.404672841436273,7.1459844677143876,60.0,457.0,288.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,60,59,1,3424.0,1,7.1459844677143876,8.138856750696325,9.404672841436273,6340,133000
50,52.0,5720,4,3,5,6,1941,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,676,676,5,5,676,455.0,0.0,1131,0.0,0.0,1,1.0,3,1,3,5,7,0.0,4,1941.0,1,200,3,3,3,28.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,676.0,6.517671272912275,8.651898894268529,7.0317412587631285,52.0,676.0,200.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,68,59,1,3138.0,1,7.0317412587631285,8.051659556841953,8.651898894268529,5655,66500
60,75.0,9000,4,3,8,5,2007,2007,0.0,4,3,4,3,3,6,64.0,1,0.0,1120,1184,5,5,1184,1426.0,0.0,2610,0.0,0.0,2,1.0,4,1,5,11,7,1.0,4,2007.0,2,550,3,3,3,208.0,312.0,0.0,0.0,0.0,0.0,0.0,8,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184.0,7.077498053569231,9.105090961257085,7.8674885686991285,75.0,1120.0,550.0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6954.0,1,7.8674885686991285,8.847216104357543,9.105090961257085,20880,303477
20,94.0,25286,4,2,4,5,1963,1963,0.0,3,3,3,3,4,5,633.0,1,0.0,431,1064,4,5,1040,0.0,0.0,1040,1.0,0.0,1,0.0,3,1,3,5,7,0.0,4,1963.0,2,648,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1064.0,6.947937068614969,10.138045708665592,6.947937068614969,94.0,431.0,648.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,44,44,0,3792.0,1,6.947937068614969,8.2409125416889,10.138045708665592,4160,132250
